,chsi_State_FIPS_Code,chsi_County_FIPS_Code,chsi_Strata_Determining_Factors,chsi_CHSI_County_Name,chsi_CHSI_State_Name,chsi_CHSI_State_Abbr,chsi_Strata_ID_Number,chsi_Number_Counties,chsi_Population_Size,chsi_Min_Population_Size,chsi_Max_Population_Size,chsi_Population_Density,chsi_Min_Population_Density,chsi_Max_Population_Density,chsi_Poverty,chsi_Min_Poverty,chsi_Max_Poverty,chsi_Age_19_Under,chsi_Min_Age_19_Under,chsi_Max_Age_19_Under,chsi_Age_19_64,chsi_Min_Age_19_64,chsi_Max_Age_19_65,chsi_Age_65_84,chsi_Min_Age_65_84,chsi_Max_Age_65_85,chsi_Age_85_and_Over,chsi_Min_Age_85_and_Over,chsi_Max_Age_85_and_Over,chsi_White,chsi_Min_White,chsi_Max_White,chsi_Black,chsi_Min_Black,chsi_Max_Black,chsi_Native_American,chsi_Min_Native_American,chsi_Max_Native_American,chsi_Asian,chsi_Min_Asian,chsi_Max_Asian,chsi_Hispanic,chsi_Min_Hispanic,chsi_Max_Hispanic,chsi_FluB_Rpt,chsi_FluB_Ind,chsi_FluB_Exp,chsi_HepA_Rpt,chsi_HepA_Ind,chsi_HepA_Exp,chsi_HepB_Rpt,chsi_HepB_Ind,chsi_HepB_Exp,chsi_Meas_Rpt,chsi_Meas_Ind,chsi_Meas_Exp,chsi_Pert_Rpt,chsi_Pert_Ind,chsi_Pert_Exp,chsi_CRS_Rpt,chsi_CRS_Ind,chsi_CRS_Exp,chsi_Syphilis_Rpt,chsi_Syphilis_Ind,chsi_Syphilis_Exp,chsi_ID_Time_Span,chsi_Pap_Smear,chsi_CI_Min_Pap_Smear,chsi_CI_Max_Pap_Smear,chsi_Mammogram,chsi_CI_Min_Mammogram,chsi_CI_Max_Mammogram,chsi_Proctoscopy,chsi_CI_Min_Proctoscopy,chsi_CI_Max_Proctoscopy,chsi_Pneumo_Vax,chsi_CI_Min_Pneumo_Vax,chsi_CI_Max_Pneumo_Vax,chsi_Flu_Vac,chsi_CI_Min_Flu_Vac,chsi_CI_Max_Flu_Vac,chsi_No_Exercise,chsi_CI_Min_No_Exercise,chsi_CI_Max_No_Exercise,chsi_Few_Fruit_Veg,chsi_CI_Min_Fruit_Veg,chsi_CI_Max_Fruit_Veg,chsi_Obesity,chsi_CI_Min_Obesity,chsi_CI_Max_Obesity,chsi_High_Blood_Pres,chsi_CI_Min_High_Blood_Pres,chsi_CI_Max_High_Blood_Pres,chsi_Smoker,chsi_CI_Min_Smoker,chsi_CI_Max_Smoker,chsi_Diabetes,chsi_CI_Min_Diabetes,chsi_CI_Max_Diabetes,chsi_Uninsured,chsi_Elderly_Medicare,chsi_Disabled_Medicare,chsi_Prim_Care_Phys_Rate,chsi_Dentist_Rate,chsi_Community_Health_Center_Ind,chsi_HPSA_Ind,chsi_ALE,chsi_Min_ALE,chsi_Max_ALE,chsi_US_ALE,chsi_All_Death,chsi_Min_All_Death,chsi_Max_All_Death,chsi_US_All_Death,chsi_CI_Min_All_Death,chsi_CI_Max_All_Death,chsi_Health_Status,chsi_Min_Health_Status,chsi_Max_Health_Status,chsi_US_Health_Status,chsi_CI_Min_Health_Status,chsi_CI_Max_Health_Status,chsi_Unhealthy_Days,chsi_Min_Unhealthy_Days,chsi_Max_Unhealthy_Days,chsi_US_Unhealthy_Days,chsi_CI_Min_Unhealthy_Days,chsi_CI_Max_Unhealthy_Days,chsi_No_HS_Diploma,chsi_Unemployed,chsi_Sev_Work_Disabled,chsi_Major_Depression,chsi_Recent_Drug_Use,chsi_Ecol_Rpt,chsi_Ecol_Rpt_Ind,chsi_Ecol_Exp,chsi_Salm_Rpt,chsi_Salm_Rpt_Ind,chsi_Salm_Exp,chsi_Shig_Rpt,chsi_Shig_Rpt_Ind,chsi_Shig_Exp,chsi_Toxic_Chem,chsi_Carbon_Monoxide_Ind,chsi_Nitrogen_Dioxide_Ind,chsi_Sulfur_Dioxide_Ind,chsi_Ozone_Ind,chsi_Particulate_Matter_Ind,chsi_Lead_Ind,chsi_EH_Time_Span
145,5,73,"frontier status, population size, poverty, age, population density",Lafayette,Arkansas,AR,75,37,8027,6228,19495,15.0,15.0,22.0,20.5,17.0,24.9,24.2,22.3,28.6,58.5,55.2,63.8,14.2,11.0,15.1,3.1,1.8,2.6,63.1,30.0,97.1,36.1,1.1,69.6,0.4,0.1,1.6,0.3,0.1,0.5,1.6,0.7,37.8,0.0,3.0,0.0,0.0,3.0,6.0,1.0,3.0,3.0,0.0,3.0,0.0,5.0,4.0,5.0,0.0,3.0,0.0,1.0,3.0,3.0,1994-2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,4.2,16.3,1636.0,1242.0,345.0,37.4,12.5,1,1,74.7,72.1,76.4,76.5,976.7,908.9,1153.6,898.6,918.4,1035.0,26.1,18.5,33.0,17.1,16.8,35.5,9.4,4.2,9.4,6,6.6,12.3,1903.0,231.0,322.0,520,443,1.0,4.0,1.0,9.0,3.0,15.0,2.0,3.0,5.0,,1,1,1,1,1,1,1994-2003
146,5,75,"frontier status, population size, poverty, age, population density",Lawrence,Arkansas,AR,72,32,17153,6704,22717,29.0,28.0,40.0,19.0,15.0,21.5,24.1,20.7,24.8,58.4,57.5,63.1,14.7,12.7,17.4,2.7,1.4,2.5,97.8,74.8,98.9,0.7,0.4,22.9,0.6,0.1,4.3,0.1,0.1,0.6,0.9,0.7,4.1,1.0,4.0,0.0,2.0,3.0,11.0,5.0,4.0,5.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,5.0,1994-2003,79.3,70.1,88.4,,,,,,,,,,,,,31.6,24.1,39.1,89.1,83.1,95.1,28.6,20.7,36.4,,,,37.8,28.8,46.8,5.9,2.4,9.5,2836.0,3248.0,855.0,40.8,17.5,1,2,74.6,73.6,75.2,76.5,1039.7,953.7,1095.1,898.6,997.7,1081.8,15.5,18.2,34.9,17.1,9.5,21.5,6.1,6.1,9.6,6,4.3,8.0,4230.0,537.0,751.0,1112,970,0.0,3.0,0.0,78.0,4.0,27.0,9.0,4.0,7.0,2346.0,1,1,1,1,1,1,1994-2003
147,5,77,"frontier status, population size, poverty, age, population density",Lee,Arkansas,AR,67,31,11545,8756,21398,19.0,20.0,28.0,29.1,17.4,27.9,24.7,23.6,30.0,62.0,57.9,62.5,11.3,9.2,13.0,2.0,1.3,2.1,42.2,37.4,80.1,57.2,18.4,61.5,0.2,0.1,1.0,0.4,0.2,0.9,2.6,0.8,10.0,0.0,3.0,0.0,5.0,4.0,4.0,15.0,4.0,4.0,0.0,3.0,0.0,6.0,4.0,1.0,0.0,3.0,0.0,14.0,4.0,15.0,1994-2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,3.3,15.3,2555.0,1498.0,399.0,34.6,17.3,1,2,72.9,72.8,74.7,76.5,1064.7,957.4,1142.2,898.6,1009.6,1119.9,,15.5,32.2,17.1,,,,4.5,9.0,6,,,3278.0,359.0,316.0,743,690,0.0,3.0,0.0,37.0,4.0,20.0,57.0,4.0,7.0,,1,1,1,1,1,1,1994-2003
148,5,79,"frontier status, population size, poverty, age",Lincoln,Arkansas,AR,44,33,14262,10108,25122,25.0,28.0,80.0,23.4,15.7,24.5,21.3,20.2,25.2,66.6,61.8,66.8,10.3,10.2,12.9,1.8,1.2,1.8,66.1,50.2,99.2,32.9,0.2,49.2,0.4,0.0,0.4,0.1,0.1,0.8,1.8,0.7,3.9,0.0,3.0,0.0,1.0,3.0,3.0,9.0,4.0,3.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,4.0,4.0,1.0,1994-2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,3.2,15.3,1984.0,1448.0,373.0,7.0,0.0,2,1,74.4,73.4,75.4,76.5,916.4,916.4,1138.6,898.6,866.0,966.9,16.8,14.9,32.2,17.1,9.7,23.9,7.8,5.4,10.0,6,5.3,10.4,3369.0,387.0,479.0,957,872,3.0,4.0,1.0,50.0,4.0,17.0,6.0,4.0,7.0,,1,1,1,1,1,1,1994-2003
149,5,81,"frontier status, population size, poverty, age",Little River,Arkansas,AR,42,53,13227,8134,24778,25.0,9.0,66.0,15.4,12.5,16.4,24.2,24.4,32.4,59.7,55.8,63.2,14.1,9.2,13.3,2.0,1.0,2.1,76.0,63.9,97.6,21.2,0.3,35.4,1.2,0.1,2.6,0.2,0.1,1.5,2.0,1.2,46.9,0.0,3.0,0.0,2.0,3.0,9.0,19.0,4.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,5.0,4.0,4.0,1994-2003,84.4,75.2,93.6,,,,,,,,,,,,,25.9,17.3,34.6,,,,22.1,14.2,30.0,,,,33.7,23.9,43.5,6.7,2.3,11.2,2411.0,1952.0,459.0,30.2,30.2,2,2,74.0,73.3,77.8,76.5,978.8,827.1,1110.4,898.6,929.5,1028.1,18.6,13.0,29.3,17.1,11.9,25.3,7.8,4.7,8.2,6,5.6,10.1,2391.0,299.0,468.0,855,726,0.0,3.0,1.0,10.0,3.0,22.0,13.0,4.0,11.0,3123758.0,1,1,1,1,1,1,1994-2003
150,5,83,"frontier status, population size, poverty, age, population density",Logan,Arkansas,AR,76,38,22944,9226,23786,32.0,24.0,42.0,16.4,16.7,23.3,24.9,24.8,29.5,59.0,56.1,60.6,14.0,11.1,14.3,2.1,1.6,2.6,95.7,48.3,91.8,1.3,4.4,50.9,0.7,0.0,2.0,0.8,0.2,0.7,1.6,0.9,12.1,0.0,3.0,0.0,20.0,4.0,9.0,20.0,4.0,7.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,3.0,22.0,1994-2003,72.3,64.2,80.5,,,,,,,,,,,,,34.5,27.3,41.7,80.3,73.2,87.4,29.5,21.0,38.1,,,,34.3,25.7,42.9,8.1,4.2,12.0,3218.0,3516.0,1059.0,34.9,17.4,1,1,75.5,72.2,75.5,76.5,973.2,992.4,1133.0,898.6,935.8,1010.7,28.4,17.4,31.8,17.1,20.1,36.8,8.8,5.3,8.8,6,6.4,11.3,4675.0,470.0,772.0,1472,1265,5.0,4.0,0.0,49.0,4.0,40.0,11.0,3.0,18.0,6247975.0,1,1,1,1,1,1,1994-2003
151,5,85,"frontier status, population size, poverty, age",Lonoke,Arkansas,AR,29,37,60658,28447,55936,79.0,40.0,141.0,10.8,9.5,12.9,26.8,23.7,32.3,62.9,58.8,64.1,9.3,7.3,12.0,1.1,0.8,2.1,91.5,80.7,98.5,6.5,0.4,17.3,0.5,0.1,1.1,0.6,0.2,2.2,2.3,0.8,19.2,1.0,3.0,0.0,0.0,3.0,5.0,6.0,4.0,3.0,0.0,3.0,0.0,115.0,4.0,14.0,0.0,3.0,0.0,0.0,3.0,3.0,1999-2003,79.9,74.3,85.4,74.5,66.5,82.4,39.4,30.1,48.8,,,,,,,27.8,23.2,32.5,81.5,76.6,86.4,23.2,18.9,27.6,21.1,15.1,27.1,29.5,24.4,34.7,6.3,4.0,8.6,7148.0,5703.0,1461.0,21.4,18.1,1,2,75.0,74.5,78.0,76.5,977.4,794.8,1008.8,898.6,937.1,1017.8,16.8,11.7,22.8,17.1,13.2,20.5,5.7,4.0,8.8,6,4.5,6.8,8730.0,1228.0,1583.0,3804,3492,0.0,3.0,5.0,147.0,4.0,38.0,19.0,4.0,14.0,673682.0,1,1,1,1,1,1,1999-2003
152,5,87,"frontier status, population size, poverty, age",Madison,Arkansas,AR,43,57,14962,7102,22197,18.0,8.0,41.0,17.0,11.5,16.5,24.8,23.3,26.8,60.9,55.7,61.1,12.6,12.2,17.2,1.8,1.8,3.3,97.2,74.8,98.2,0.2,0.2,23.2,1.2,0.1,6.7,0.3,0.1,0.8,3.9,0.7,20.0,0.0,3.0,0.0,9.0,4.0,8.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,4.0,1994-2003,73.2,63.9,82.6,,,,,,,,,,,,,28.3,20.4,36.2,76.4,67.1,85.7,22.4,14.0,30.7,,,,31.5,23.2,39.7,4.0,1.4,6.7,2855.0,1929.0,565.0,33.4,20.1,1,2,75.7,74.8,77.6,76.5,934.9,823.7,1017.6,898.6,886.6,983.2,21.2,14.8,31.2,17.1,14.2,28.2,6.4,4.8,8.4,6,4.5,8.3,3244.0,269.0,508.0,962,838,0.0,3.0,3.0,22.0,4.0,19.0,7.0,4.0,8.0,6480.0,1,1,1,1,1,1,1994-2003
153,5,89,"frontier status, population size, poverty, age, population density",Marion,Arkansas,AR,71,33,16735,7147,20507,28.0,19.0,28.0,17.1,16.2,21.1,20.0,20.0,25.2,58.6,56.6,63.8,18.9,12.1,18.3,2.4,1.6,2.7,97.7,57.6,99.0,0.3,0.2,41.9,0.7,0.1,0.8,0.2,0.1,0.7,1.0,0.5,17.8,0.0,3.0,0.0,12.0,4.0,8.0,5.0,4.0,3.0,0.0,3.0,0.0,14.0,4.0,3.0,0.0,3.0,0.0,0.0,3.0,6.0,1994-2003,75.7,67.3,84.1,85.2,77.2,93.3,,,,,,,,,,30.3,23.2,37.5,76.4,67.6,85.2,23.1,16.3,29.9,26.1,16.3,36.0,28.4,21.5,35.4,8.3,3.8,12.8,2906.0,2726.0,762.0,17.9,17.9,2,2,76.5,73.1,76.2,76.5,807.3,937.7,1087.4,898.6,768.6,846.1,17.7,18.4,35.9,17.1,12.2,23.1,6.0,4.7,9.0,6,4.4,7.6,2940.0,319.0,781.0,1142,914,1.0,4.0,0.0,27.0,4.0,23.0,6.0,4.0,8.0,292706.0,1,1,1,1,1,1,1994-2003
154,5,91,"frontier status, population size, poverty, age, population density",Miller,Arkansas,AR,52,40,43162,25732,47941,69.0,46.0,68.0,17.8,16.2,26.3,25.9,22.0,29.1,60.4,58.1,63.2,11.8,9.2,13.2,1.9,1.1,1.8,74.5,32.9,98.6,23.4,0.6,66.3,0.7,0.1,2.1,0.4,0.1,0.8,1.9,0.6,13.8,0.0,3.0,0.0,3.0,3.0,4.0,2.0,3.0,4.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,3.0,0.0,6.0,4.0,6.0,1999-2003,73.3,67.2,79.5,58.3,48.6,68.0,,,,,,,,,,34.0,28.7,39.3,80.5,74.9,86.1,31.0,25.5,36.5,27.5,20.2,34.8,28.1,22.9,33.4,9.7,6.3,13.0,7040.0,5041.0,1281.0,67.2,37.1,2,2,75.2,71.6,75.4,76.5,882.3,950.0,1196.0,898.6,842.3,922.3,22.9,19.7,31.8,17.1,18.4,27.5,6.4,5.8,9.5,6,5.1,7.7,7343.0,879.0,1296.0,2732,2388,1.0,3.0,0.0,20.0,3.0,39.0,16.0,4.0,18.0,168463.0,1,1,1,1,1,1,1999-2003
155,5,93,"frontier status, population size, poverty",Mississippi,Arkansas,AR,8,54,47911,54746,94031,53.0,47.0,164.0,22.3,16.5,22.1,30.2,22.2,30.9,57.5,57.5,64.2,10.8,8.5,14.1,1.6,1.1,2.1,63.9,41.6,96.6,34.1,1.1,51.9,0.3,0.2,3.2,0.4,0.4,2.1,2.7,0.7,20.8,0.0,3.0,3.0,17.0,4.0,8.0,7.0,3.0,10.0,0.0,3.0,0.0,1.0,3.0,5.0,0.0,3.0,0.0,4.0,4.0,8.0,1999-2003,76.8,71.1,82.5,68.2,60.1,76.4,33.2,23.7,42.8,,,,,,,42.5,36.8,48.3,81.6,75.8,87.4,29.3,24.1,34.5,33.0,24.6,41.4,28.5,22.9,34.1,7.0,4.4,9.5,10149.0,5809.0,1826.0,56.4,23.0,2,2,71.6,72.2,75.6,76.5,1205.4,911.7,1136.1,898.6,1161.9,1249.0,25.6,16.5,29.4,17.1,20.8,30.3,8.3,5.5,8.7,6,7.0,9.7,10477.0,1743.0,1831.0,2869,2632,0.0,3.0,0.0,66.0,4.0,51.0,91.0,4.0,25.0,7129067.0,1,1,1,1,1,1,1999-2003
156,5,95,"frontier status, population size, poverty, age, population density",Monroe,Arkansas,AR,75,37,9302,6228,19495,15.0,15.0,22.0,23.2,17.0,24.9,26.6,22.3,28.6,55.7,55.2,63.8,15.0,11.0,15.1,2.6,1.8,2.6,59.3,30.0,97.1,39.3,1.1,69.6,0.2,0.1,1.6,0.3,0.1,0.5,1.7,0.7,37.8,0.0,3.0,0.0,3.0,4.0,7.0,2.0,3.0,3.0,0.0,3.0,0.0,87.0,4.0,6.0,0.0,3.0,0.0,3.0,4.0,4.0,1994-2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,3.0,13.7,2198.0,1586.0,376.0,21.5,21.5,1,2,72.9,72.1,76.4,76.5,1083.8,908.9,1153.6,898.6,1026.7,1141.0,,18.5,33.0,17.1,,,5.3,4.2,9.4,6,3.1,7.5,2194.0,257.0,365.0,584,517,0.0,3.0,1.0,44.0,4.0,18.0,0.0,3.0,6.0,,1,1,1,1,1,1,1994-2003
157,5,97,"frontier status, population size, poverty, age, population density",Montgomery,Arkansas,AR,70,37,9274,4928,13835,12.0,8.0,19.0,17.3,14.3,21.2,22.4,20.8,25.0,58.1,54.5,62.6,17.3,13.4,18.9,2.3,1.9,3.6,97.1,72.5,98.7,0.6,0.2,26.4,0.9,0.1,16.1,0.4,0.0,0.6,3.7,0.6,23.3,0.0,3.0,0.0,23.0,4.0,8.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,1994-2003,,,,,,,,,,,,,,,,,,,82.0,72.1,91.9,14.0,6.8,21.3,,,,23.7,15.1,32.4,11.5,5.3,17.8,1862.0,1574.0,276.0,32.3,10.8,2,1,74.7,73.3,77.0,76.5,914.4,914.4,1058.1,898.6,858.7,970.0,29.5,17.6,32.4,17.1,19.7,39.3,7.3,5.0,9.0,6,5.1,9.6,1971.0,201.0,362.0,614,505,0.0,3.0,1.0,99.0,4.0,12.0,6.0,4.0,4.0,,1,1,1,1,1,1,1994-2003
158,5,99,"frontier status, population size, poverty, age, population density",Nevada,Arkansas,AR,75,37,9550,6228,19495,15.0,15.0,22.0,19.3,17.0,24.9,24.9,22.3,28.6,59.1,55.2,63.8,13.5,11.0,15.1,2.5,1.8,2.6,66.6,30.0,97.1,32.7,1.1,69.6,0.4,0.1,1.6,0.1,0.1,0.5,2.2,0.7,37.8,0.0,3.0,0.0,1.0,3.0,7.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,4.0,6.0,0.0,3.0,0.0,2.0,3.0,4.0,1994-2003,81.0,71.5,90.6,,,,,,,,,,,,,32.2,22.2,42.1,,,,,,,,,,26.4,16.5,36.3,1.9,0.2,3.6,1614.0,1484.0,407.0,31.4,10.5,2,1,72.6,72.1,76.4,76.5,1055.1,908.9,1153.6,898.6,997.5,1112.8,27.3,18.5,33.0,17.1,17.8,36.8,8.2,4.2,9.4,6,5.7,10.7,1958.0,251.0,387.0,613,536,1.0,4.0,1.0,20.0,4.0,17.0,1.0,3.0,6.0,143957.0,1,1,1,1,1,1,1994-2003
159,5,101,"frontier status, population size, poverty, age, population density",Newton,Arkansas,AR,74,30,8452,5148,12543,10.0,7.0,13.0,19.9,16.5,24.5,22.6,21.4,30.6,61.3,53.4,62.5,14.1,12.3,16.2,2.1,1.7,3.5,98.2,40.8,97.1,0.2,0.2,57.8,0.5,0.2,18.0,0.2,0.1,0.7,1.2,1.0,48.4,0.0,3.0,0.0,9.0,4.0,9.0,0.0,3.0,2.0,0.0,3.0,0.0,5.0,4.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,1994-2003,,,,,,,,,,,,,,,,26.5,17.6,35.5,,,,29.2,20.4,37.9,,,,30.1,21.0,39.3,5.8,2.3,9.4,1734.0,1199.0,469.0,23.7,0.0,1,1,75.7,73.3,76.9,76.5,866.4,854.9,1097.1,898.6,806.8,926.0,18.7,10.8,33.7,17.1,11.5,25.9,6.8,3.0,11.3,6,4.8,8.7,1763.0,175.0,369.0,559,464,0.0,3.0,1.0,6.0,3.0,13.0,1.0,3.0,13.0,,1,1,1,1,1,1,1994-2003
160,5,103,"frontier status, population size, poverty, age",Ouachita,Arkansas,AR,36,23,27102,26383,48687,37.0,24.0,60.0,18.6,15.8,23.3,25.0,25.0,26.8,58.5,57.7,60.2,14.0,11.6,14.9,2.4,1.6,2.4,58.6,58.3,93.9,40.2,0.4,40.6,0.2,0.2,20.2,0.4,0.2,0.7,1.1,1.1,17.6,0.0,3.0,0.0,0.0,3.0,8.0,1.0,3.0,7.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,29.0,4.0,3.0,1999-2003,73.5,66.6,80.4,77.2,68.3,86.1,,,,,,,,,,33.4,27.2,39.5,80.7,74.3,87.1,27.6,21.8,33.5,37.0,28.1,45.8,22.6,17.3,27.9,6.6,3.9,9.2,4306.0,4559.0,1238.0,51.7,25.8,1,2,72.6,71.6,75.4,76.5,1090.3,922.9,1158.2,898.6,1041.3,1139.3,19.2,19.2,27.7,17.1,14.5,23.9,7.2,5.6,8.2,6,5.6,8.8,4832.0,862.0,709.0,1739,1503,0.0,3.0,6.0,10.0,3.0,25.0,1.0,3.0,17.0,29981.0,1,1,1,1,1,1,1999-2003
161,5,105,"frontier status, population size, poverty, age, population density",Perry,Arkansas,AR,62,32,10468,6796,19677,19.0,17.0,23.0,14.8,11.9,15.6,24.2,20.1,25.2,60.7,55.8,60.6,13.4,13.1,19.4,1.8,1.9,3.7,96.3,86.5,98.8,2.0,0.3,9.8,0.9,0.2,1.4,0.2,0.1,0.4,1.3,0.6,13.6,0.0,3.0,0.0,1.0,3.0,8.0,3.0,4.0,2.0,0.0,3.0,0.0,20.0,4.0,4.0,0.0,3.0,0.0,2.0,4.0,1.0,1994-2003,,,,,,,,,,,,,,,,33.2,23.3,43.1,,,,28.2,18.6,37.8,,,,,,,12.3,5.3,19.4,1536.0,1525.0,468.0,19.1,19.1,1,1,75.2,74.1,77.0,76.5,1033.1,843.8,1037.1,898.6,972.6,1093.5,29.7,14.4,33.1,17.1,19.8,39.5,7.0,4.2,7.9,6,4.6,9.4,1869.0,242.0,376.0,678,582,0.0,3.0,1.0,35.0,4.0,13.0,8.0,4.0,5.0,,1,1,1,1,1,1,1994-2003
162,5,107,"frontier status, population size, poverty, age, population density",Phillips,Arkansas,AR,51,33,24107,27269,43226,35.0,14.0,41.0,28.4,18.0,24.6,32.4,23.5,32.2,53.5,54.9,62.5,12.4,9.6,12.6,1.7,1.2,1.8,37.3,48.6,97.0,61.4,0.7,50.7,0.2,0.2,7.1,0.5,0.2,2.3,1.5,1.0,67.7,0.0,3.0,0.0,0.0,3.0,6.0,5.0,4.0,5.0,0.0,3.0,0.0,3.0,4.0,5.0,0.0,3.0,0.0,6.0,4.0,3.0,1999-2003,73.8,65.2,82.5,,,,,,,,,,,,,45.2,37.0,53.3,79.6,71.5,87.8,28.9,21.7,36.1,,,,20.9,14.7,27.2,8.8,5.0,12.7,6274.0,3517.0,971.0,45.6,20.7,1,2,69.8,72.3,77.3,76.5,1231.5,780.2,1108.1,898.6,1171.8,1291.2,18.3,18.3,31.7,17.1,13.0,23.6,6.0,5.5,8.0,6,4.3,7.7,5375.0,807.0,683.0,1401,1349,0.0,3.0,0.0,42.0,4.0,26.0,14.0,4.0,14.0,13092.0,1,1,1,1,1,1,1999-2003
163,5,109,"frontier status, population size, poverty, age, population density",Pike,Arkansas,AR,62,32,11038,6796,19677,18.0,17.0,23.0,15.6,11.9,15.6,24.3,20.1,25.2,58.0,55.8,60.6,15.3,13.1,19.4,2.4,1.9,3.7,94.2,86.5,98.8,3.9,0.3,9.8,0.8,0.2,1.4,0.3,0.1,0.4,4.9,0.6,13.6,1.0,4.0,0.0,5.0,4.0,9.0,1.0,3.0,2.0,0.0,3.0,0.0,110.0,4.0,4.0,0.0,3.0,0.0,2.0,4.0,1.0,1994-2003,,,,,,,,,,,,,,,,30.8,21.4,40.1,81.0,71.0,90.9,23.5,15.6,31.5,,,,,,,2.9,0.0,6.0,2042.0,1725.0,347.0,45.3,18.1,2,1,75.0,74.1,77.0,76.5,911.2,843.8,1037.1,898.6,861.8,960.7,33.1,14.4,33.1,17.1,23.4,42.7,6.8,4.2,7.9,6,4.4,9.2,2346.0,239.0,293.0,714,608,0.0,3.0,1.0,65.0,4.0,14.0,3.0,4.0,6.0,790.0,1,1,1,1,1,1,1994-2003
164,5,111,"frontier status, population size, poverty, age, population density",Poinsett,Arkansas,AR,76,38,25349,9226,23786,33.0,24.0,42.0,20.5,16.7,23.3,26.3,24.8,29.5,59.6,56.1,60.6,12.6,11.1,14.3,1.5,1.6,2.6,91.8,48.3,91.8,7.4,4.4,50.9,0.2,0.0,2.0,0.2,0.2,0.7,1.8,0.9,12.1,0.0,3.0,0.0,11.0,4.0,10.0,25.0,4.0,8.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,25.0,1994-2003,72.1,64.1,80.1,79.9,71.8,88.0,,,,,,,,,,42.5,35.1,49.9,79.9,72.0,87.8,29.7,22.1,37.2,,,,42.6,34.8,50.4,12.4,7.6,17.1,4594.0,3635.0,1113.0,19.7,23.7,1,2,72.4,72.2,75.5,76.5,1133.0,992.4,1133.0,898.6,1093.1,1172.9,29.6,17.4,31.8,17.1,23.2,36.0,9.1,5.3,8.8,6,7.3,10.9,6397.0,731.0,953.0,1598,1388,1.0,3.0,0.0,67.0,4.0,46.0,26.0,4.0,20.0,5988.0,1,1,1,1,1,1,1994-2003
165,5,113,"frontier status, population size, poverty, age, population density",Polk,Arkansas,AR,71,33,20176,7147,20507,23.0,19.0,28.0,19.1,16.2,21.1,25.0,20.0,25.2,57.2,56.6,63.8,15.6,12.1,18.3,2.3,1.6,2.7,96.5,57.6,99.0,0.3,0.2,41.9,1.5,0.1,0.8,0.3,0.1,0.7,3.8,0.5,17.8,0.0,3.0,0.0,10.0,4.0,10.0,0.0,3.0,4.0,0.0,3.0,0.0,7.0,4.0,4.0,0.0,3.0,0.0,0.0,3.0,8.0,1994-2003,76.4,69.4,83.5,66.2,56.5,75.8,,,,,,,,,,30.2,23.8,36.6,74.5,66.8,82.2,24.8,19.1,30.5,32.4,23.1,41.6,21.9,16.4,27.4,7.9,4.6,11.3,4393.0,3421.0,694.0,59.5,34.7,1,2,74.5,73.1,76.2,76.5,988.0,937.7,1087.4,898.6,948.9,1027.1,22.0,18.4,35.9,17.1,16.8,27.2,8.3,4.7,9.0,6,6.4,10.2,3724.0,418.0,834.0,1293,1104,1.0,4.0,0.0,44.0,4.0,30.0,11.0,4.0,10.0,116162.0,1,1,1,1,1,1,1994-2003
166,5,115,"frontier status, population size, poverty, age",Pope,Arkansas,AR,23,37,56580,56580,94249,70.0,25.0,238.0,16.5,11.4,16.6,26.1,25.0,29.3,60.8,58.0,63.1,11.4,8.4,12.6,1.6,0.9,2.0,94.4,65.5,95.7,3.0,1.1,32.8,0.6,0.2,3.9,0.8,0.4,1.7,3.8,1.6,33.4,0.0,3.0,0.0,7.0,4.0,8.0,17.0,4.0,8.0,0.0,3.0,0.0,5.0,4.0,5.0,0.0,3.0,0.0,0.0,3.0,3.0,1999-2003,75.5,70.0,81.0,71.9,64.1,79.7,36.3,26.6,46.1,,,,,,,23.2,19.2,27.2,81.2,76.4,86.1,28.4,23.5,33.3,29.8,23.1,36.5,26.6,22.3,30.9,6.5,4.4,8.5,8198.0,6394.0,2000.0,79.5,40.7,2,2,76.1,73.7,77.3,76.5,912.8,855.1,1103.9,898.6,877.2,948.4,19.2,13.7,24.0,17.1,15.6,22.9,5.8,4.8,7.7,6,4.8,6.8,8098.0,1235.0,1749.0,3588,3425,1.0,3.0,3.0,78.0,4.0,47.0,5.0,3.0,22.0,125487.0,1,1,1,1,1,1,1999-2003
